path,text,num_frames,height,width,aspect_ratio,fps,resolution
18.mp4,"A figure in a dark jacket approaches a coffee machine in a minimally designed room with gray brick walls. The individual fills a red mug with coffee, standing next to a water cooler. After filling the mug, they hold it as if preparing to take a sip. The setting includes basic amenities, indicating a casual workplace or break area. The scene captures the everyday action of getting coffee, conveying a routine moment in a structured environment.",338,720,1280,0.5625,,921600
19.mp4,"A police officer relaxes while sitting against a yellow brick wall. They hold a red mug, which is tipped forward and eventually ends up on the ground beside them as they slide down the wall and lie down. The setting is simple, with a cobblestone floor and a uniform brick wall backdrop. The scene captures a moment of rest transitioning into a more relaxed, almost sleepy position.",223,720,1280,0.5625,,921600
20.mp4,"A person approaches a counter displaying pastries and begins to reach for a donut. The pastries are neatly arranged, and the counter has a sign labeled ""DONUTS."" The bright and organized shop environment showcases a casual and simple scene. The person wears dark attire and there is a shelf behind the counter filled with other items. The scene captures the moment of decision and action in a quiet corner of a food establishment.",104,720,1280,0.5625,,921600
21.mp4,"An orange and blue truck is slowly pulling into a driveway next to a modern, two-story white and blue building. The building features a large front window, a small lamp hanging outside, and two green shrubs by the entrance. The driveway's grey pavement contrasts with the building's brick wall and surrounding fence. The truck has a clear blue cargo area and red warning stripes on top. The scene captures a mundane yet peaceful suburban moment.",17,720,1280,0.5625,,921600
22.mp4,"A compact blue and dark blue vehicle drives down a street, passing by a brightly lit shop with a striped awning. The background features a light pole and a small tree. A white trailer is attached to the vehicle as it progresses, suggesting a journey or travel scenario in an urban setting. The scene is serene, with minimal activity around, focusing attention on the vehicle and its movement.",15,720,1280,0.5625,,921600
23.mp4,"A tense confrontation unfolds in a brightly lit room with a checkered floor, plain walls, and two chairs against the wall. A police officer aims a gun at a person in black, holding a duffle bag. Another man, showing signs of distress, stands nearby. The standoff progresses, leading to the bag's appearance on the floor while the officer maintains his aim and the once distressed man in the blue suit appears calmer. In the background, there are desks with computer terminals and a clock ticking away on the wall.",176,720,1280,0.5625,,921600
24.mp4,"A tense confrontation unfolds in a grey urban alleyway as a police officer confronts a suspect over a bag of stolen money. The suspect's facial expressions show panic and desperation as the officer, armed with a gun and handcuffs, commands authority and control over the situation. The background features a brick wall with a grey and reddish color scheme, enhancing the gritty atmosphere. There is noticeable tension and a sense of urgency in the scene, emphasizing the stakes involved.",232,720,1280,0.5625,,921600
25.mp4,"Two friends in casual attire stand in front of a vending machine with a horse emblem. One friend, wearing a green hoodie, is joined by another in a blue jacket who appears excited and cheerful. The second individual interacts with the vending machine, retrieving a rectangular tray with what looks like small items, all while maintaining a happy demeanor. The scene's backdrop features a detailed, brightly colored, and playful environment.",270,720,1280,0.5625,,921600
26.mp4,"A character dressed as Santa Claus walks across the scene, holding a sack. The background consists of a gray wall with a brown lower border and several green trees. Santa walks from one side to the other, carrying the bag in his hand. The setting is simple and minimalistic, focused mainly on the movement of the character.",72,720,1280,0.5625,,921600
27.mp4,"A police officer is napping while seated in a chair, positioned within what looks like a station or office with a clock on the wall. Nearby, a figure dressed as Santa Claus stands holding a sack and facing toward the officer. The setting includes a beige and brown striped wall with a mounted device and a large key hanging beside it. Santa remains stationary, appearing to interact or observe the sleeping police officer in a contemplative manner. The mood presents an unexpected and humorous juxtaposition of characters in a mundane environment.  ",128,720,1280,0.5625,,921600
28.mp4,"A determined individual exits a building marked as a bank, carrying a briefcase in each hand. The modern facade includes a surveillance camera and a nearby ATM. The door is captured mid-swing as the person hastily walks away. The exterior features a small tree and a clean, tiled walkway. A sense of urgency and purpose is conveyed in the setting and the person's movement.",108,720,1280,0.5625,,921600
29.mp4,A person rides a blue motorcycle past a small house with a red roof and a dark blue door. The house is surrounded by a brown fence and there is a tree and a bench nearby. The surrounding scene includes a brick wall and a paved walkway. The rider has short hair and wears a blue shirt. The motion focuses on the rider moving from left to right.,100,720,1280,0.5625,,921600
30.mp4,"A person in a blue hoodie and white helmet rides a red scooter towards a house with a red roof and a blue door. Another character, dressed in black, stands beside a blue bicycle parked near a wooden fence. A tree with green foliage and a bench sit to the left, while a lit lamp above the door adds warmth to the scene. The overall atmosphere appears static without noticeable movement between the scenes.",32,720,1280,0.5625,,921600
31.mp4,Four individuals stand in an indoor environment with tiled walls; two of them appear to be wearing matching outfits and carrying black bags. They interact closely with a police officer who is accompanied by another individual wearing a white shirt. A netted object is present in the scene. The setting appears to emphasize a static and minimalistic aesthetic.,147,720,1280,0.5625,,921600
32.mp4,"A doctor converses with two individuals, one in a police uniform. The interaction appears friendly and conversational, with the police officer and another person standing close by. Eventually, the man in the brown jacket starts to walk away, while the doctor and officer remain in place, suggesting the end of their conversation. The setting appears to be indoors, likely a lobby or hallway, given the tiled flooring and plain walls.",357,720,1280,0.5625,,921600
33.mp4,"Two individuals nervously walk away from a bank as four police officers closely follow them. The scene takes place on a gray tiled sidewalk outside a bank with an ATM. The background includes a red mailbox and a wall poster. The facial expressions of both individuals indicate concern or fear, while the police officers remain alert and determined. The whole action suggests a pursuit or an escape sequence in a playful interpretation of a high-stakes scenario.",42,720,1280,0.5625,,921600
34.mp4,"A person in a swimsuit is sitting on a blue surface with an expression of surprise. A large shark moves closer to the person, the shark's approach becoming imminent as it gets quite close. The scene seems to be set in a minimalistic, blue environment without any other objects or background details present. The atmosphere conveys a humorous or light-hearted sense of danger.",183,720,1280,0.5625,,921600
35.mp4,"A small figure in light blue approaches and interacts with a device on a table against a tiled wall background. The setup is minimalistic, featuring grey flooring and a blend of grey and tan walls. The device appears to have buttons and a red component. The camera angle remains consistent, focusing on the figure and the device throughout the interaction. The scene has very little movement.",84,720,1280,0.5625,,921600
36.mp4,"A tense office scene unfolds as a person with a weapon confronts two others and a small black animal. The scene quickly turns chaotic, with the aggressor being overpowered and falling to the ground. The individuals look scared and defensive, clutching objects for protection. The setting appears to be an office with computer desks and a clock on the wall, giving a sense of urgency and drama.",123,720,1280,0.5625,,921600
37.mp4,"A group of four people stand in a grey walled room, facing a large safe filled with stacks of money. Two individuals are wearing black suits, one person is dressed in a green military outfit, and the last has distinct wild green hair and a purple suit, exhibiting a sinister expression. The green-haired person has moved slightly from the first position, indicating some brief interaction. The scene is lit with consistent, neutral lighting, placing focus on the characters and their actions surrounding the safe.",330,720,1280,0.5625,,921600
38.mp4,"An adult, dressed in a dark suit, approaches a child seated on a white sofa in a brightly lit room with blue walls. The adult is holding a carton that resembles a milk or beverage container and reaches to give it to the child. The child, also dressed in blue, appears to eagerly await the carton, creating a sense of interaction and care. The setting is simple and clean, with a gray-tiled floor and minimal furnishings, emphasizing the focus on the characters and their actions.",50,720,1280,0.5625,,921600
39.mp4,"Two figures stand in a dimly lit urban scene by a dark building, one wearing an orange outfit and the other in dark attire. They appear to be having a tense conversation, with the figure in orange looking displeased. The figure in dark attire gestures energetically with raised hands as if explaining something. The area around them is scattered with clear objects reminiscent of broken glass. The mood is intense, and the interaction suggests a confrontation or important discussion.",42,720,1280,0.5625,,921600
40.mp4,"A daring individual clad in a dark outfit and vibrant hair accessories confronts an officer in uniform on a gray tiled walkway before fleeing. The officer, appearing startled, turns slightly as the suspect begins to run away. The scene is set against a background of a high, dark wall, creating a stark environment for the chase. The tension builds as the interaction escalates quickly from confrontation to escape.",48,720,1280,0.5625,,921600
41.mp4,"A person dressed in a red jacket is seen approaching a house, knocking on a blue door. This character then appears to smile, suggesting they have received a response or achieved their goal. The background features a modern house exterior with visible architectural details such as a balcony and windows adorned with decorative items. The setting exudes a friendly, residential neighborhood vibe.",54,720,1280,0.5625,,921600
42.mp4,"A figure in a red-and-gold suit parked a red scooter against the grey exterior wall of a building, near a green trash bin. The character then dismounts the scooter and begins walking away from it, moving toward the left side of the scene. The surroundings depict a minimal urban setting with grey walls, a window, and a door. The scene has a simple but dynamic feel as the character transitions from riding the scooter to walking away.",63,720,1280,0.5625,,921600
43.mp4,"A person wearing a red shirt stands on a sandy shore next to a blue body of water. Two green trees are in the background, near a white building with a red decoration attached to its wall. The person is holding a fishing rod, casting it into the water. Nearby objects include a grey rock and some scattered fish. The scene is static except for the progression of the fishing line casting and the water splashing.",71,720,1280,0.5625,,921600
44.mp4,"A cheerful character is seen inside a simple room with a window and decorated green tree with colorful baubles. The character wears a festive top and blue pants, initially seated and later standing. A small red object, possibly a gift, appears on the floor. The setting is minimally furnished but has a cozy, festive atmosphere.",75,720,1280,0.5625,,921600
45.mp4,"A small red and white-clad figure moves slowly towards the entrance of a grey building with large windows and a green sign overhead. They carry a brown sack and gradually turn towards the door, preparing to open it. The surrounding grey pavement and a green cash machine add to the structured, slightly festive atmosphere.   ",133,720,1280,0.5625,,921600
46.mp4,"A person walks towards a white building with a yellow door and a flower box beneath two windows. They approach and knock or interact with the door. Finally, the door opens, and the person begins to enter the building. The environment includes a fenced sidewalk area, adding a sense of a residential neighborhood. There's a calm and straightforward progression in the series of actions displayed.",149,720,1280,0.5625,,921600
47.mp4,"A cheerful figure dressed in a red and white suit approaches a modern house with a brown roof and green decorative elements. The individual briefly pauses near the entrance, placing down items including a blue rectangular object and a sack, and then proceeds to move on, continuing their journey. The scene captures a warm, playful ambiance amidst a detailed and colorful setting. The overall mood is festive and inviting, showcasing a vibrant and engaging environment.",441,720,1280,0.5625,,921600
48.mp4,"A green muscular figure is interacting with a gray and green cash machine, depicted against a backdrop featuring a building with a glass door. The initial interaction involves approaching the cash machine, followed by pressing a button to reveal bills inside. The sequence concludes with the figure holding a hundred-dollar bill, turning slightly away from the machine.",231,720,1280,0.5625,,921600
49.mp4,"A hero character in a red and blue costume is in a small, grey-walled room with a safe. The character interacts with the safe, initially closed, then opens it to reveal stacks of green currency. They begin to place these stacks into a black bag on the floor.",411,720,1280,0.5625,,921600
50.mp4,"A sleek red sports car cruises past small storefronts, one adorned with a striped yellow and red awning, and a produce stand displaying a banana and an apple. The car's shiny surface reflects the light as it smoothly advances down a gray, empty street. Nearby buildings add an urban feel to the scene, blending modern industrial elements with quaint shop aesthetics, including a large gumball machine. The juxtaposition of the sleek car against the static, colorful background of shops creates a dynamic yet simple urban journey.",17,720,1280,0.5625,,921600
51.mp4,"A police officer is patrolling outside a prison cell that holds an inmate dressed in an orange jumpsuit. The scene is set against the backdrop of a grey brick building with barred windows. As the officer moves closer to the cell, his actions suggest vigilance and observation. The environment evokes a sense of security and oversight, with the prisoner calmly remaining behind bars inside the cell.",156,720,1280,0.5625,,921600
52.mp4,"In a tense prison setting, a person dressed in an orange jumpsuit and another in a white uniform are seen moving through a cell area. The individual in the white uniform appears to be guiding or leading the one in the orange jumpsuit. A third person, possibly a guard, is lying unconscious on the floor, and a set of keys is nearby. The surrounding environment includes open barred doors, suggesting an escape or break-in scenario. The scene offers a gripping narrative filled with action and suspense.",17,720,1280,0.5625,,921600
53.mp4,"A person dressed in an orange outfit frowns while standing in a small, tiled room with a toilet in the background. They hold a slice of pizza with another slice dropped on the floor near their feet. The setting appears to be minimalist, with plain walls and a simple, utilitarian vibe. The mood is tense, reflecting a sense of frustration or disappointment.",39,720,1280,0.5625,,921600
54.mp4,"A person approaches a storefront with large glass windows and a sign advertising a popular soda. The area outside the store includes a red bicycle parked against the wall and a designated parking area nearby. As they walk, they reach for and open the glass door to the shop.",188,720,1280,0.5625,,921600
55.mp4,"A character with a casual stance stands in front of a blue door, reaching towards it, possibly to knock or open it. Near the door, there is a red scooter parked on the ground. The setting seems to be outside a building with a large window. The character has spiky brown hair and is wearing a blue hooded jacket. They appear to have some intent of entering the building, suggesting an arrival or return to a familiar place.",139,720,1280,0.5625,,921600
56.mp4,"A muscular figure stands on a small boat, surrounded by a blue backdrop. The character's stern expression and confident stance suggest determination. In the last moment, he raises a large fish triumphantly, indicating a successful catch. The boat is equipped with detailed fishing gear, including a fishing rod and an anchor. The scene captures a moment of adventure and accomplishment in a simplified, colorful environment.",141,720,1280,0.5625,,921600
57.mp4,"A person holding a beverage walks past a storefront with a red and white awning, unaware of two skeleton figures chasing them. The scene includes a retro vending machine with a green object inside and a gumball machine-like contraption next to the store. The skeletons appear to be in pursuit within a grey-bricked alley-like environment. The person continues to walk along a grey-tiled pavement while the skeleton figures gradually get closer.",61,720,1280,0.5625,,921600
58.mp4,"A chef appears to be reacting with astonishment and concern in a small shop or deli, which features an ice cream counter and a newspaper stand. The chef's facial expressions change from worried to surprised as they interact with something off-screen. The shop has a minimalistic design with a light-colored brick wall and simple furnishings. The ice cream counter and a newspaper stand with a visible headline give the setting a quaint and cozy feel. The scene implies a sudden or unexpected event unfolding within the shop.",81,720,1280,0.5625,,921600
59.mp4,"A bustling city scene unfolds with a police car parked in front of a bank. Several uniformed officers engage in animated conversation while a pedestrian walks by. The backdrop includes a multi-story building with a ladder leading to its roof and various parked vehicles, enriching the urban atmosphere. The interactions between the people add a dynamic element to this typical day in the city.",16,720,1280,0.5625,,921600
60.mp4,"A person opens a door set in a gray wall within a small room adorned with a broom and shovel resting against the left wall. The floor is tiled, and the individual is wearing a red outfit with a black belt across the back. The action follows them as they open the door and then proceed to walk through it, leaving the door ajar behind them. The scene is simple and focused solely on the person's movement through the doorway.",114,720,1280,0.5625,,921600
61.mp4,"An ice cream truck is parked on a detailed urban street next to a shop with a large window display. The truck, adorned with colorful stickers and a large ice cream cone on top, suggests an inviting treat. Nearby, a street sign reads ""Tubside Ave"" amidst some small green trees and bushes, contributing to the lively city atmosphere. The scene is well-detailed with vibrant colors and a playful, assembled environment.",16,720,1280,0.5625,,921600
62.mp4,"Three individuals, each dressed in distinctive outfits, are seen standing in a room with various objects around them. One of the individuals wields a sword and appears to be interacting energetically with the others. The expressions of all three characters transition from calm to surprised and frightened, indicating a sudden event or threat. The background includes items like a fire extinguisher and some tools, suggesting an indoor setting with a possibly chaotic or tense atmosphere.",37,720,1280,0.5625,,921600
63.mp4,"A figure stands outside a grand building labeled ""Museum."" The scene is set outdoors on a gray, cobblestone-like surface with a lamppost on the left. Another figure, dressed in an explorer's outfit with a hat and tan clothing, approaches the steps leading to the museum entrance. The interaction appears to involve meeting or greeting outside the museum. The overall mood suggests anticipation of some forthcoming exploration or discovery.",240,720,1280,0.5625,,921600
64.mp4,"A group of individuals is seated indoors, engaged in what appears to be a social or educational setting, with a backdrop that includes large windows allowing light into the room. As the scene progresses, the group grows with more people joining in, mingling and sitting around. Suddenly, the scene shifts to the exterior of an airport, where a police officer stands beside a parked emergency vehicle, suggesting a transition to a moment of urgency or an impending event. The mood moves from casual interaction to one of anticipation or action. The shift in environment from indoors to the airport exterior drives a sense of narrative progression.",457,720,1280,0.5625,,921600
65.mp4,"A person in a uniform stands attentively outside a secure building, positioned near a large, gray structure resembling a cage. Another individual briefly enters the scene, carrying a briefcase and wearing a hat. The setting has an industrial feel with a concrete-like ground and a modern, glass-door entrance to the building behind them. There is minimal movement indicating a part of a narrative where the main focus might be the arrival or departure of someone important, under the watch of the uniformed individual.",115,720,1280,0.5625,,921600
66.mp4,"A castle setting with ancient, creamy stone walls and an arched doorway. A person with spiky hair stands alone, looking toward the archway. The space then becomes empty, and a mysterious figure draped in white robes appears. The scene suggests an eerie, magical atmosphere with elements of mystery and anticipation.",171,720,1280,0.5625,,921600
67.mp4,"In a small, controlled setting with cell bars in the background, a scene unfolds involving two individuals approaching a female officer. The two individuals move closer to the officer, who stands in uniform with a badge, calmly waiting with her hands at her sides. One of the approaching figures also appears to be wearing a police uniform, while the other wears a black jacket. Lastly, another uniformed figure is walking away to the left, possibly exiting the scene. The whole environment is clearly defined by orderly tiled flooring and a structured backdrop.",50,720,1280,0.5625,,921600
68.mp4,"A person dressed in dark clothing is escorted by two uniformed officers in front of a jail cell. The scene starts with the individual standing near the officers, then the two officers guide the person towards the cell. Eventually, the person is placed inside the cell while the officers stand outside, ensuring the door is securely locked. The setting is a grey, sterile environment typical of a prison area, with metal bars and concrete flooring. The focus is on the process of placing and securing a person inside the cell.",303,720,1280,0.5625,,921600
69.mp4,"Two characters are in a garage-like setting with tires stacked on the floor and tools hanging on the wall. One character in a blue outfit with a hooded jacket gets up from sitting next to the other character, who wears a yellow and blue uniform, and walks away. The remaining character looks towards the direction of the person who walked away and continues to sit. The overall scene reflects a moment of interaction and movement between the two characters in what appears to be a mechanical or repair shop environment.",183,720,1280,0.5625,,921600
70.mp4,"One character stands at a small fast-food stand speaking to an older individual behind the counter. The environment includes various detailed elements like a computer monitor, colorful condiments, and a display of food items. As the interaction progresses, the person behind the counter, now wearing a white chef's hat, steps out holding a large hot dog. The scene built around the stand remains consistent, emphasizing their casual conversation and the exchange of food.",152,720,1280,0.5625,,921600
71.mp4,"One person is playing arcade games, while another crumbles to the floor and lies motionless. The first person remains standing nearby, apparently observing the situation. The colorful backdrop suggests the setting is an arcade. The brightly colored gaming machines create a vibrant environment.",196,720,1280,0.5625,,921600
72.mp4,"A group of people stands in an arcade room, focused on playing games at a series of brightly colored machines. The atmosphere is lively as more players join in, highlighted by the appearance of a person in a banana costume. The setting features a checkered wall pattern and a grey, tiled floor. The arcade machines display colorful, enticing game screens, and each station includes a joystick and buttons for game control. The scene exudes a playful, fun-filled environment with a touch of humor due to the presence of a costumed character.",320,720,1280,0.5625,,921600
73.mp4,"A man approaches a cashier in what appears to be a store with a colorful counter and a checkered wall. The cashier stands behind the counter, watching the customer as he holds different items in his hands. The setting includes other various objects such as a trash bin and a vending machine-like structure to the right. The interaction between the cashier and the customer is a focal point, with subtle changes occurring between each moment. There is limited movement, mainly involving the hands of the customer.",121,720,1280,0.5625,,921600
74.mp4,"An individual wearing a golden helmet with long curved horns and a flowing yellow cape stands in a small room with grey brick walls. The individual seems to be slightly turning or shifting their position with subtle movements. Various pieces of debris lie around on the floor, suggesting possible recent activity or event. There is a small window in the background, allowing a bit of light into the otherwise simple and sparse environment. The atmosphere is tense and focused on the figure's presence in the room.",62,720,1280,0.5625,,921600
75.mp4,"A group of individuals dressed in teal outfits are standing in multiple rows in a grey room. They appear to be in a uniform setting, possibly waiting or preparing for an event. A person dressed in a pink hooded outfit seems to be instructing or leading them. The group includes a variety of characters, each distinct in appearance. The scene is static with minor movements indicating adjustment or slight re-positioning among the individuals. The environment is orderly with minimal background details.",250,720,1280,0.5625,,921600
76.mp4,"Three individuals in teal jumpsuits walk in the middle of a vast field under a clear sky. One person wears a distinct helmet, while another has dark hair with a white streak, and the third has long reddish hair. The scenery around them features dry grass and a barren landscape, indicating an arid environment. Their expressions and demeanor suggest urgency or concern as they progress. The scene captures a sense of isolation and determination in an open, desolate terrain.",180,720,1280,0.5625,,921600
77.mp4,"A person, dressed in a city-themed uniform, enters a room labeled ""Employees Only."" Inside, the room contains a modern laboratory setup with various scientific instruments and lab equipment. Shortly after, a scientist wearing a lab coat and gloves appears in the same room, suggesting a transition where the employee changes into a scientist's attire to work in the lab.",212,720,1280,0.5625,,921600
78.mp4,"A burglar stealthily approaches the corner of an elegant building with tiled columns and a textured facade. Clad in black clothing and a knit cap, he carries a sizable bag over his shoulder, likely containing stolen items. His movements convey caution and intent as he edges closer to the structure, glancing around for potential threats. The setting implies a secretive and suspenseful atmosphere.",117,720,1280,0.5625,,921600
79.mp4,"A person in a black jacket approaches and knocks on a closed gray door set in a plain wall. The door then opens, revealing a figure with red hair and a purple shirt. The two characters engage briefly, resulting in the visitor beginning to enter the room through the now open door.",102,720,1280,0.5625,,921600
80.mp4,"A person with spiky brown hair walks through a simple room with white and gray walls, a tiled floor, and minimal furniture. A small picture of a sailboat hangs on the wall to the right of a closed door. The character appears purposeful, moving from one side of the room to the other.",182,720,1280,0.5625,,921600
81.mp4,"A man stands in a room with a large, round vault door and two computer terminals on the right wall. Two law enforcement individuals, indicated by their uniforms, enter the room, approaching the man who has been accessing the vault. The man then walks through the now-open vault door as the law enforcement individuals watch. The room is stark with gray walls and flooring, accentuating the main elements of the scene.",285,720,1280,0.5625,,921600
82.mp4,"A person with red hair sips from a large red mug in a modern kitchen, featuring muted tones and sleek cabinetry. The setting includes a refrigerator, stove, and a countertop with some items such as a small jar and another container. The person then walks away, leaving the kitchen area empty and highlighting the orderly arrangement of the appliances and furnishings. The atmosphere of the kitchen is casual and functional, suggesting a routine morning activity.   ",197,720,1280,0.5625,,921600
83.mp4,"A character in a gray suit sits alone near a staircase outside a building, with a sign on the door behind him. Another character dressed as a black-caped superhero approaches, and the first character stands up. The costumed figure converses with the man before the man runs off. The scene is set in a gritty, urban environment with a backdrop of brick and metal structures, creating a sense of tension and urgency.",216,720,1280,0.5625,,921600
84.mp4,"A tense conversation takes place between two individuals in a utilitarian room with a high-tech device slightly askew in the background. One person sits against the wall with a frustrated expression, while the other stands nearby holding a briefcase. After some dialogue, the standing individual begins to walk away, and the seated person starts to rise. The scene captures a moment of decision, as if something significant has just been discussed or resolved.",169,720,1280,0.5625,,921600
85.mp4,"A small red car with the number 177 on the door is parked on a street near a white picket fence. A person wearing a white shirt and brown pants walks towards a door on the left, while another individual with darker clothes stands near the fence in the background. The scene takes place in a quiet neighborhood with light-colored buildings and a gray pavement. Near the red car, another, smaller orange vehicle is visible parked in the background. The atmosphere is calm and orderly, with the focus mainly on the red car and the characters' slight movements.",417,720,1280,0.5625,,921600
86.mp4,"A person is sitting in a neatly arranged modern living room, watching television. The room has minimalistic furniture, including a sofa, coffee table, and speakers neatly placed beside the TV. Wall decorations include a clock and a picture. There is a character displayed on the TV screen, indicating the person is engaged with their show. The lighting is modern with a suspended white light fixture. The individual briefly moves between frames, possibly switching off the TV or getting up from the sofa.",265,720,1280,0.5625,,921600
87.mp4,"A person in an orange shirt interacts with a glass-doored shelf filled with various colorful containers and boxes. Initially, they are seen deciding on which item to pick, then reaching towards the shelf, and finally holding a blue and white container while smiling. The setting appears to be a well-organized and brightly lit store or a kitchen pantry, with the background showcasing neatly arranged rows of products. The progress of the person's actions indicates they are likely selecting groceries or ingredients.",108,720,1280,0.5625,,921600
88.mp4,"A person in a red uniform is seen near a large, red vehicle decorated with colorful graphics on its side. The scene shifts to another configuration where the focus is on a different vehicle, this time showing an ATM being loaded or unloaded by two individuals, one of whom appears to be assisting. The setting seems to be an industrial or urban area with grey walls and a utilitarian atmosphere. The motion suggests some form of task or mission being carried out by the characters involved.",20,720,1280,0.5625,,921600
89.mp4,"A cheerful chef wearing a white outfit and hat stands outdoors near a small building with a bright red roof. He is holding a freshly cooked pizza adorned with various toppings. Surrounding him are green plants, and a blue table is visible to the right. The background features a rustic setting with soft shadows indicating pleasant weather. The chef displays a joyful expression.",81,720,1280,0.5625,,921600
90.mp4,"A white and red ambulance is driving along a road, passing by a building with a colorful awning and intricate details. Adjacent to this building, a small glass display case sits by the sidewalk, adding a touch of urban scenery. The scene is set in a tidy, well-constructed neighborhood, and the vehicle’s gradual movement suggests a routine patrol or an emergency response. The attention to detail in the surroundings, including street lamps and road markings, creates a lively and vibrant setting.",15,720,1280,0.5625,,921600
